ORF	Gene.Name	SGD.Num	GO.Term.Type	GO.Term.Description	GO.Term.Number	Annotation.Status
YEL009C-A		S000028741	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL010W		S000000736	F	molecular_function	GO:0003674	ORF|Dubious
YEL011W	GLC3	S000000737	F	transferase activity	GO:0016740	ORF|Verified
YEL011W	GLC3	S000000737	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YEL012W	UBC8	S000000738	F	transferase activity	GO:0016740	ORF|Verified
YEL013W	VAC8	S000000739	F	other		ORF|Verified
YEL014C		S000000740	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL015W	EDC3	S000000741	F	RNA binding	GO:0003723	ORF|Verified
YEL015W	EDC3	S000000741	F	mRNA binding	GO:0003729	ORF|Verified
YEL016C	NPP2	S000000742	F	hydrolase activity	GO:0016787	ORF|Verified
YEL016C	NPP2	S000000742	F	nuclease activity	GO:0004518	ORF|Verified
YEL017C-A	PMP2	S000002103	F	molecular_function	GO:0003674	ORF|Verified
YEL017W	GTT3	S000000743	F	molecular_function	GO:0003674	ORF|Verified
YEL018C-A		S000028742	F	molecular_function	GO:0003674	ORF|Dubious
YEL018W	EAF5	S000000744	F	molecular_function	GO:0003674	ORF|Verified
YEL019C	MMS21	S000000745	F	enzyme regulator activity	GO:0030234	ORF|Verified
YEL019C	MMS21	S000000745	F	transferase activity	GO:0016740	ORF|Verified
YEL020C	PXP1	S000000746	F	molecular_function	GO:0003674	ORF|Verified
YEL020C-B		S000028544	F	molecular_function	GO:0003674	ORF|Dubious
YEL020W-A	TIM9	S000007256	F	protein transporter activity	GO:0008565	ORF|Verified
YEL020W-A	TIM9	S000007256	F	unfolded protein binding	GO:0051082	ORF|Verified
YEL021W	URA3	S000000747	F	lyase activity	GO:0016829	ORF|Verified
YEL022W	GEA2	S000000748	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YEL023C		S000000749	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL024W	RIP1	S000000750	F	molecular_function	GO:0003674	ORF|Verified
YEL025C		S000000751	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL026W	SNU13	S000000752	F	RNA binding	GO:0003723	ORF|Verified
YEL027W	VMA3	S000000753	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YEL028W		S000000754	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL029C	BUD16	S000000755	F	kinase activity	GO:0016301	ORF|Verified
YEL029C	BUD16	S000000755	F	transferase activity	GO:0016740	ORF|Verified
YEL030C-A		S000028619	F	molecular_function	GO:0003674	ORF|Dubious
YEL030W	ECM10	S000000756	F	molecular_function	GO:0003674	ORF|Verified
YEL031W	SPF1	S000000757	F	ATPase activity	GO:0016887	ORF|Verified
YEL031W	SPF1	S000000757	F	hydrolase activity	GO:0016787	ORF|Verified
YEL031W	SPF1	S000000757	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YEL032C-A		S000028620	F	molecular_function	GO:0003674	ORF|Dubious
YEL032W	MCM3	S000000758	F	ATPase activity	GO:0016887	ORF|Verified
YEL032W	MCM3	S000000758	F	DNA binding	GO:0003677	ORF|Verified
YEL032W	MCM3	S000000758	F	chromatin binding	GO:0003682	ORF|Verified
YEL032W	MCM3	S000000758	F	helicase activity	GO:0004386	ORF|Verified
YEL032W	MCM3	S000000758	F	hydrolase activity	GO:0016787	ORF|Verified
YEL033W	MTC7	S000000759	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL034C-A		S000028743	F	molecular_function	GO:0003674	ORF|Dubious
YEL034W	HYP2	S000000760	F	RNA binding	GO:0003723	ORF|Verified
YEL034W	HYP2	S000000760	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YEL035C	UTR5	S000000761	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL036C	ANP1	S000000762	F	transferase activity	GO:0016740	ORF|Verified
YEL036C	ANP1	S000000762	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YEL037C	RAD23	S000000763	F	DNA binding	GO:0003677	ORF|Verified
YEL037C	RAD23	S000000763	F	hydrolase activity	GO:0016787	ORF|Verified
YEL037C	RAD23	S000000763	F	protein binding, bridging	GO:0030674	ORF|Verified
YEL037C	RAD23	S000000763	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YEL038W	UTR4	S000000764	F	hydrolase activity	GO:0016787	ORF|Verified
YEL038W	UTR4	S000000764	F	phosphatase activity	GO:0016791	ORF|Verified
YEL039C	CYC7	S000000765	F	other		ORF|Verified
YEL040W	UTR2	S000000766	F	transferase activity	GO:0016740	ORF|Verified
YEL040W	UTR2	S000000766	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YEL041W	YEF1	S000000767	F	kinase activity	GO:0016301	ORF|Verified
YEL041W	YEF1	S000000767	F	transferase activity	GO:0016740	ORF|Verified
YEL042W	GDA1	S000000768	F	hydrolase activity	GO:0016787	ORF|Verified
YEL043W		S000000769	F	molecular_function	GO:0003674	ORF|Verified
YEL044W	IES6	S000000770	F	molecular_function	GO:0003674	ORF|Verified
YEL045C		S000000771	F	molecular_function	GO:0003674	ORF|Dubious
YEL046C	GLY1	S000000772	F	lyase activity	GO:0016829	ORF|Verified
YEL047C	FRD1	S000000773	F	oxidoreductase activity	GO:0016491	ORF|Verified
YEL048C	TCA17	S000000774	F	molecular_function	GO:0003674	ORF|Verified
YEL049W	PAU2	S000000775	F	molecular_function	GO:0003674	ORF|Verified
YEL050C	RML2	S000000776	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YEL050C	RML2	S000000776	F	structural molecule activity	GO:0005198	ORF|Verified
YEL050W-A		S000028545	F	molecular_function	GO:0003674	ORF|Dubious
YEL051W	VMA8	S000000777	F	ATPase activity	GO:0016887	ORF|Verified
YEL051W	VMA8	S000000777	F	hydrolase activity	GO:0016787	ORF|Verified
YEL051W	VMA8	S000000777	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YEL052W	AFG1	S000000778	F	molecular_function	GO:0003674	ORF|Verified
YEL053C	MAK10	S000000779	F	transferase activity	GO:0016740	ORF|Verified
YEL053W-A		S000028744	F	molecular_function	GO:0003674	ORF|Dubious
YEL054C	RPL12A	S000000780	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YEL054C	RPL12A	S000000780	F	structural molecule activity	GO:0005198	ORF|Verified
YEL055C	POL5	S000000781	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YEL055C	POL5	S000000781	F	transferase activity	GO:0016740	ORF|Verified
YEL056W	HAT2	S000000782	F	histone binding	GO:0042393	ORF|Verified
YEL056W	HAT2	S000000782	F	transferase activity	GO:0016740	ORF|Verified
YEL057C	SDD1	S000000783	F	molecular_function	GO:0003674	ORF|Verified
YEL058W	PCM1	S000000784	F	isomerase activity	GO:0016853	ORF|Verified
YEL059C-A	SOM1	S000002954	F	hydrolase activity	GO:0016787	ORF|Verified
YEL059C-A	SOM1	S000002954	F	peptidase activity	GO:0008233	ORF|Verified
YEL059W	HHY1	S000000785	F	molecular_function	GO:0003674	ORF|Dubious
YEL060C	PRB1	S000000786	F	hydrolase activity	GO:0016787	ORF|Verified
YEL060C	PRB1	S000000786	F	peptidase activity	GO:0008233	ORF|Verified
YEL061C	CIN8	S000000787	F	ATPase activity	GO:0016887	ORF|Verified
YEL061C	CIN8	S000000787	F	hydrolase activity	GO:0016787	ORF|Verified
YEL062W	NPR2	S000000788	F	molecular_function	GO:0003674	ORF|Verified
YEL063C	CAN1	S000000789	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YEL064C	AVT2	S000000790	F	molecular_function	GO:0003674	ORF|Verified
YEL065W	SIT1	S000000791	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YEL066W	HPA3	S000000792	F	transferase activity	GO:0016740	ORF|Verified
YEL067C		S000000793	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL068C		S000000794	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL069C	HXT13	S000000795	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YEL070W	DSF1	S000000796	F	oxidoreductase activity	GO:0016491	ORF|Verified
YEL071W	DLD3	S000000797	F	ion binding	GO:0043167	ORF|Verified
YEL071W	DLD3	S000000797	F	oxidoreductase activity	GO:0016491	ORF|Verified
YEL072W	RMD6	S000000798	F	molecular_function	GO:0003674	ORF|Verified
YEL073C		S000000799	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL074W		S000000800	F	molecular_function	GO:0003674	ORF|Dubious
YEL075C		S000000801	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL075W-A		S000002956	F	molecular_function	GO:0003674	ORF|Dubious
YEL076C		S000000802	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL076C-A		S000002955	F	molecular_function	GO:0003674	ORF|Uncharacterized
YEL077C		S000006409	F	helicase activity	GO:0004386	ORF|Uncharacterized
YEL077C		S000006409	F	hydrolase activity	GO:0016787	ORF|Uncharacterized
YEL077W-A		S000028621	F	molecular_function	GO:0003674	ORF|Dubious
YER001W	MNN1	S000000803	F	transferase activity	GO:0016740	ORF|Verified
YER001W	MNN1	S000000803	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YER002W	NOP16	S000000804	F	molecular_function	GO:0003674	ORF|Verified
YER003C	PMI40	S000000805	F	isomerase activity	GO:0016853	ORF|Verified
YER004W	FMP52	S000000806	F	molecular_function	GO:0003674	ORF|Verified
YER005W	YND1	S000000807	F	hydrolase activity	GO:0016787	ORF|Verified
YER006C-A		S000028745	F	molecular_function	GO:0003674	ORF|Dubious
YER006W	NUG1	S000000808	F	GTPase activity	GO:0003924	ORF|Verified
YER006W	NUG1	S000000808	F	RNA binding	GO:0003723	ORF|Verified
YER006W	NUG1	S000000808	F	hydrolase activity	GO:0016787	ORF|Verified
YER006W	NUG1	S000000808	F	mRNA binding	GO:0003729	ORF|Verified
YER007C-A	TMA20	S000002957	F	RNA binding	GO:0003723	ORF|Verified
YER007W	PAC2	S000000809	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YER008C	SEC3	S000000810	F	enzyme binding	GO:0019899	ORF|Verified
YER008C	SEC3	S000000810	F	ion binding	GO:0043167	ORF|Verified
YER008C	SEC3	S000000810	F	lipid binding	GO:0008289	ORF|Verified
YER009W	NTF2	S000000811	F	enzyme binding	GO:0019899	ORF|Verified
YER010C		S000000812	F	lyase activity	GO:0016829	ORF|Verified
YER011W	TIR1	S000000813	F	structural molecule activity	GO:0005198	ORF|Verified
YER012W	PRE1	S000000814	F	enzyme regulator activity	GO:0030234	ORF|Verified
YER013W	PRP22	S000000815	F	ATPase activity	GO:0016887	ORF|Verified
YER013W	PRP22	S000000815	F	helicase activity	GO:0004386	ORF|Verified
YER013W	PRP22	S000000815	F	hydrolase activity	GO:0016787	ORF|Verified
YER014C-A	BUD25	S000007590	F	molecular_function	GO:0003674	ORF|Verified
YER014W	HEM14	S000000816	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER015W	FAA2	S000000817	F	ligase activity	GO:0016874	ORF|Verified
YER016W	BIM1	S000000818	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YER016W	BIM1	S000000818	F	structural molecule activity	GO:0005198	ORF|Verified
YER017C	AFG3	S000000819	F	ATPase activity	GO:0016887	ORF|Verified
YER017C	AFG3	S000000819	F	hydrolase activity	GO:0016787	ORF|Verified
YER017C	AFG3	S000000819	F	peptidase activity	GO:0008233	ORF|Verified
YER018C	SPC25	S000000820	F	structural molecule activity	GO:0005198	ORF|Verified
YER019C-A	SBH2	S000002127	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YER019W	ISC1	S000000821	F	hydrolase activity	GO:0016787	ORF|Verified
YER020W	GPA2	S000000822	F	GTPase activity	GO:0003924	ORF|Verified
YER020W	GPA2	S000000822	F	hydrolase activity	GO:0016787	ORF|Verified
YER021W	RPN3	S000000823	F	molecular_function	GO:0003674	ORF|Verified
YER022W	SRB4	S000000824	F	DNA binding	GO:0003677	ORF|Verified
YER022W	SRB4	S000000824	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YER022W	SRB4	S000000824	F	transcription factor binding	GO:0008134	ORF|Verified
YER023C-A		S000028622	F	molecular_function	GO:0003674	ORF|Dubious
YER023W	PRO3	S000000825	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER024W	YAT2	S000000826	F	transferase activity	GO:0016740	ORF|Verified
YER025W	GCD11	S000000827	F	RNA binding	GO:0003723	ORF|Verified
YER025W	GCD11	S000000827	F	ion binding	GO:0043167	ORF|Verified
YER025W	GCD11	S000000827	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YER026C	CHO1	S000000828	F	transferase activity	GO:0016740	ORF|Verified
YER027C	GAL83	S000000829	F	kinase activity	GO:0016301	ORF|Verified
YER027C	GAL83	S000000829	F	transferase activity	GO:0016740	ORF|Verified
YER028C	MIG3	S000000830	F	DNA binding	GO:0003677	ORF|Verified
YER028C	MIG3	S000000830	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YER029C	SMB1	S000000831	F	molecular_function	GO:0003674	ORF|Verified
YER030W	CHZ1	S000000832	F	histone binding	GO:0042393	ORF|Verified
YER031C	YPT31	S000000833	F	GTPase activity	GO:0003924	ORF|Verified
YER031C	YPT31	S000000833	F	hydrolase activity	GO:0016787	ORF|Verified
YER032W	FIR1	S000000834	F	molecular_function	GO:0003674	ORF|Verified
YER033C	ZRG8	S000000835	F	molecular_function	GO:0003674	ORF|Verified
YER034W		S000000836	F	molecular_function	GO:0003674	ORF|Verified
YER035W	EDC2	S000000837	F	RNA binding	GO:0003723	ORF|Verified
YER035W	EDC2	S000000837	F	mRNA binding	GO:0003729	ORF|Verified
YER036C	ARB1	S000000838	F	ATPase activity	GO:0016887	ORF|Verified
YER036C	ARB1	S000000838	F	hydrolase activity	GO:0016787	ORF|Verified
YER037W	PHM8	S000000839	F	hydrolase activity	GO:0016787	ORF|Verified
YER037W	PHM8	S000000839	F	phosphatase activity	GO:0016791	ORF|Verified
YER038C	KRE29	S000000840	F	transferase activity	GO:0016740	ORF|Verified
YER038W-A	FMP49	S000028746	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER039C	HVG1	S000000841	F	molecular_function	GO:0003674	ORF|Verified
YER039C-A		S000007226	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER040W	GLN3	S000000842	F	DNA binding	GO:0003677	ORF|Verified
YER040W	GLN3	S000000842	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YER041W	YEN1	S000000843	F	hydrolase activity	GO:0016787	ORF|Verified
YER041W	YEN1	S000000843	F	nuclease activity	GO:0004518	ORF|Verified
YER042W	MXR1	S000000844	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER043C	SAH1	S000000845	F	hydrolase activity	GO:0016787	ORF|Verified
YER044C	ERG28	S000000846	F	protein binding, bridging	GO:0030674	ORF|Verified
YER044C-A	MEI4	S000001954	F	molecular_function	GO:0003674	ORF|Verified
YER045C	ACA1	S000000847	F	DNA binding	GO:0003677	ORF|Verified
YER045C	ACA1	S000000847	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YER046W	SPO73	S000000848	F	molecular_function	GO:0003674	ORF|Verified
YER046W-A		S000028747	F	molecular_function	GO:0003674	ORF|Dubious
YER047C	SAP1	S000000849	F	ATPase activity	GO:0016887	ORF|Verified
YER047C	SAP1	S000000849	F	hydrolase activity	GO:0016787	ORF|Verified
YER048C	CAJ1	S000000850	F	molecular_function	GO:0003674	ORF|Verified
YER048W-A	ISD11	S000007237	F	transferase activity	GO:0016740	ORF|Verified
YER049W	TPA1	S000000851	F	RNA binding	GO:0003723	ORF|Verified
YER049W	TPA1	S000000851	F	ion binding	GO:0043167	ORF|Verified
YER049W	TPA1	S000000851	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER050C	RSM18	S000000852	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YER050C	RSM18	S000000852	F	structural molecule activity	GO:0005198	ORF|Verified
YER051W	JHD1	S000000853	F	histone binding	GO:0042393	ORF|Verified
YER051W	JHD1	S000000853	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER052C	HOM3	S000000854	F	kinase activity	GO:0016301	ORF|Verified
YER052C	HOM3	S000000854	F	transferase activity	GO:0016740	ORF|Verified
YER053C	PIC2	S000000855	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YER053C-A		S000007523	F	molecular_function	GO:0003674	ORF|Verified
YER054C	GIP2	S000000856	F	enzyme regulator activity	GO:0030234	ORF|Verified
YER055C	HIS1	S000000857	F	transferase activity	GO:0016740	ORF|Verified
YER055C	HIS1	S000000857	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YER056C	FCY2	S000000858	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YER056C-A	RPL34A	S000002135	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YER056C-A	RPL34A	S000002135	F	structural molecule activity	GO:0005198	ORF|Verified
YER057C	HMF1	S000000859	F	molecular_function	GO:0003674	ORF|Verified
YER058W	PET117	S000000860	F	molecular_function	GO:0003674	ORF|Verified
YER059W	PCL6	S000000861	F	enzyme regulator activity	GO:0030234	ORF|Verified
YER060W	FCY21	S000000862	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YER060W-A	FCY22	S000002958	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YER061C	CEM1	S000000863	F	transferase activity	GO:0016740	ORF|Verified
YER062C	GPP2	S000000864	F	hydrolase activity	GO:0016787	ORF|Verified
YER062C	GPP2	S000000864	F	phosphatase activity	GO:0016791	ORF|Verified
YER063W	THO1	S000000865	F	DNA binding	GO:0003677	ORF|Verified
YER063W	THO1	S000000865	F	RNA binding	GO:0003723	ORF|Verified
YER063W	THO1	S000000865	F	chromatin binding	GO:0003682	ORF|Verified
YER064C	VHR2	S000000866	F	molecular_function	GO:0003674	ORF|Verified
YER065C	ICL1	S000000867	F	lyase activity	GO:0016829	ORF|Verified
YER066C-A		S000002959	F	molecular_function	GO:0003674	ORF|Dubious
YER066W	RRT13	S000000868	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER067C-A		S000028748	F	molecular_function	GO:0003674	ORF|Dubious
YER067W	RGI1	S000000869	F	molecular_function	GO:0003674	ORF|Verified
YER068C-A		S000028749	F	molecular_function	GO:0003674	ORF|Dubious
YER068W	MOT2	S000000870	F	DNA binding	GO:0003677	ORF|Verified
YER068W	MOT2	S000000870	F	transferase activity	GO:0016740	ORF|Verified
YER069W	ARG5,6	S000000871	F	kinase activity	GO:0016301	ORF|Verified
YER069W	ARG5,6	S000000871	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER069W	ARG5,6	S000000871	F	transferase activity	GO:0016740	ORF|Verified
YER070W	RNR1	S000000872	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER071C	TDA2	S000000873	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER072W	VTC1	S000000874	F	RNA binding	GO:0003723	ORF|Verified
YER072W	VTC1	S000000874	F	mRNA binding	GO:0003729	ORF|Verified
YER073W	ALD5	S000000875	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER074W	RPS24A	S000000876	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YER074W	RPS24A	S000000876	F	structural molecule activity	GO:0005198	ORF|Verified
YER074W-A	YOS1	S000007651	F	molecular_function	GO:0003674	ORF|Verified
YER075C	PTP3	S000000877	F	hydrolase activity	GO:0016787	ORF|Verified
YER075C	PTP3	S000000877	F	phosphatase activity	GO:0016791	ORF|Verified
YER076C		S000000878	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER076W-A		S000028750	F	molecular_function	GO:0003674	ORF|Dubious
YER077C	MRX1	S000000879	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER078C	ICP55	S000000880	F	hydrolase activity	GO:0016787	ORF|Verified
YER078C	ICP55	S000000880	F	peptidase activity	GO:0008233	ORF|Verified
YER078W-A		S000028546	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER079C-A		S000028751	F	molecular_function	GO:0003674	ORF|Dubious
YER079W		S000000881	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER080W	AIM9	S000000882	F	molecular_function	GO:0003674	ORF|Verified
YER081W	SER3	S000000883	F	oxidoreductase activity	GO:0016491	ORF|Verified
YER082C	UTP7	S000000884	F	molecular_function	GO:0003674	ORF|Verified
YER083C	GET2	S000000885	F	other		ORF|Verified
YER084W		S000000886	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER084W-A		S000028752	F	molecular_function	GO:0003674	ORF|Dubious
YER085C		S000000887	F	molecular_function	GO:0003674	ORF|Uncharacterized
YER086W	ILV1	S000000888	F	lyase activity	GO:0016829	ORF|Verified
YER087C-A		S000028753	F	molecular_function	GO:0003674	ORF|Dubious
YER087C-B	SBH1	S000002128	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YER087C-B	SBH1	S000002128	F	protein transporter activity	GO:0008565	ORF|Verified
YER087C-B	SBH1	S000002128	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YER087W	AIM10	S000000889	F	ligase activity	GO:0016874	ORF|Verified
YER088C	DOT6	S000000890	F	DNA binding	GO:0003677	ORF|Verified
YER088C-A		S000028754	F	molecular_function	GO:0003674	ORF|Dubious
YER088W-B		S000028623	F	molecular_function	GO:0003674	ORF|Dubious
YER089C	PTC2	S000000891	F	hydrolase activity	GO:0016787	ORF|Verified
YER089C	PTC2	S000000891	F	phosphatase activity	GO:0016791	ORF|Verified
YER090C-A		S000029725	F	molecular_function	GO:0003674	ORF|Dubious
YER090W	TRP2	S000000892	F	lyase activity	GO:0016829	ORF|Verified
YER091C	MET6	S000000893	F	methyltransferase activity	GO:0008168	ORF|Verified
YER091C	MET6	S000000893	F	transferase activity	GO:0016740	ORF|Verified
YER091C-A		S000007238	F	molecular_function	GO:0003674	ORF|Dubious
YER092W	IES5	S000000894	F	molecular_function	GO:0003674	ORF|Verified
YER093C	TSC11	S000000895	F	other		ORF|Verified
YER093C-A	AIM11	S000002960	F	molecular_function	GO:0003674	ORF|Verified
YER094C	PUP3	S000000896	F	enzyme regulator activity	GO:0030234	ORF|Verified
