"ORF","ontology","term"
"YDR421W","BP","aromatic amino acid family catabolic process"
"YDR421W","BP","branched-chain amino acid catabolic process"
"YDR421W","MF","sequence-specific DNA binding"
"YDR421W","BP","positive regulation of transcription by RNA polymerase II"
"YDR421W","MF","metal ion binding"
"YDR422C","CC","fungal-type vacuole"
"YDR422C","MF","AMP-activated protein kinase activity"
"YDR422C","CC","nucleus"
"YDR422C","CC","cytoplasm"
"YDR422C","CC","vacuole"
"YDR422C","CC","vacuolar membrane"
"YDR422C","CC","cytosol"
"YDR422C","BP","protein phosphorylation"
"YDR422C","BP","signal transduction"
"YDR422C","CC","membrane"
"YDR422C","MF","protein kinase binding"
"YDR422C","CC","nucleotide-activated protein kinase complex"
"YDR422C","BP","regulation of protein-containing complex assembly"
"YDR422C","BP","positive regulation of pseudohyphal growth"
"YDR423C","MF","DNA-binding transcription activator activity, RNA polymerase II-specific"
"YDR423C","MF","DNA binding"
"YDR423C","MF","DNA-binding transcription factor activity"
"YDR423C","CC","nucleus"
"YDR423C","CC","cytoplasm"
"YDR423C","BP","regulation of DNA-templated transcription"
"YDR423C","BP","positive regulation of transcription from RNA polymerase II promoter in response to stress"
"YDR423C","MF","sequence-specific DNA binding"
"YDR423C","BP","positive regulation of transcription by RNA polymerase II"
"YDR423C","BP","response to cadmium ion"
"YDR423C","BP","cellular response to cadmium ion"
"YDR424C","MF","cytoskeletal motor activity"
"YDR424C","CC","nucleus"
"YDR424C","CC","nuclear pore"
"YDR424C","CC","cytoplasm"
"YDR424C","CC","peroxisome"
"YDR424C","CC","cytoskeleton"
"YDR424C","CC","cytoplasmic dynein complex"
"YDR424C","CC","microtubule"
"YDR424C","CC","microtubule associated complex"
"YDR424C","CC","cytoplasmic microtubule"
"YDR424C","BP","microtubule-based process"
"YDR424C","MF","plus-end-directed microtubule motor activity"
"YDR424C","BP","protein transport"
"YDR424C","CC","dynein complex"
"YDR424C","BP","nuclear migration along microtubule"
"YDR424C","CC","nuclear periphery"
"YDR424C","BP","establishment of mitotic spindle localization"
"YDR424C","MF","protein-containing complex binding"
"YDR424C","MF","dynein intermediate chain binding"
"YDR424C","BP","mRNA transport"
"YDR424C","BP","nuclear pore complex assembly"
"YDR424C","MF","dynein light intermediate chain binding"
"YDR424C","CC","peroxisomal importomer complex"
"YDR425W","CC","endosome"
"YDR425W","CC","late endosome"
"YDR425W","CC","cytosol"
"YDR425W","MF","lipid binding"
"YDR425W","CC","endosome membrane"
"YDR425W","BP","protein transport"
"YDR425W","CC","membrane"
"YDR425W","MF","phosphatidylinositol-3-phosphate binding"
"YDR425W","MF","phosphatidylinositol binding"
"YDR425W","BP","retrograde transport, endosome to Golgi"
"YDR427W","CC","proteasome complex"
"YDR427W","MF","structural molecule activity"
"YDR427W","CC","nucleus"
"YDR427W","CC","cytosol"
"YDR427W","BP","ubiquitin-dependent protein catabolic process"
"YDR427W","CC","proteasome regulatory particle, lid subcomplex"
"YDR427W","CC","proteasome storage granule"
"YDR427W","BP","proteasome assembly"
"YDR428C","MF","arylformamidase activity"
"YDR428C","CC","cellular_component"
"YDR428C","BP","tryptophan catabolic process"
"YDR428C","BP","NAD biosynthetic process"
"YDR428C","MF","hydrolase activity"
"YDR428C","BP","tryptophan catabolic process to kynurenine"
"YDR428C","BP","'de novo' NAD biosynthetic process from tryptophan"
"YDR429C","BP","formation of cytoplasmic translation initiation complex"
"YDR429C","BP","cytoplasmic translational initiation"
"YDR429C","BP","translation reinitiation"
"YDR429C","MF","nucleic acid binding"
"YDR429C","MF","RNA binding"
"YDR429C","MF","translation initiation factor activity"
"YDR429C","CC","cytoplasm"
"YDR429C","CC","eukaryotic translation initiation factor 3 complex"
"YDR429C","BP","translation"
"YDR429C","BP","translational initiation"
"YDR429C","BP","translational termination"
"YDR429C","CC","cytoplasmic stress granule"
"YDR429C","CC","eukaryotic 43S preinitiation complex"
"YDR429C","BP","positive regulation of ATP-dependent activity"
"YDR429C","CC","eukaryotic 48S preinitiation complex"
"YDR429C","CC","multi-eIF complex"
"YDR430C","MF","metalloendopeptidase activity"
"YDR430C","CC","mitochondrion"
"YDR430C","CC","mitochondrial intermembrane space"
"YDR430C","CC","mitochondrial matrix"
"YDR430C","BP","proteolysis"
"YDR430C","MF","peptidase activity"
"YDR430C","MF","metallopeptidase activity"
"YDR430C","BP","protein processing"
"YDR430C","MF","hydrolase activity"
"YDR430C","MF","metal ion binding"
"YDR430C","BP","proteolysis involved in protein catabolic process"
"YDR432W","BP","mRNA splicing, via spliceosome"
"YDR432W","MF","RNA polymerase II complex binding"
"YDR432W","MF","nucleic acid binding"
"YDR432W","MF","RNA binding"
"YDR432W","MF","mRNA binding"
"YDR432W","CC","nucleus"
"YDR432W","CC","nucleolus"
"YDR432W","CC","cytoplasm"
"YDR432W","BP","rRNA processing"
"YDR432W","BP","translational termination"
"YDR432W","MF","poly(A) binding"
"YDR432W","CC","cytoplasmic stress granule"
"YDR432W","BP","negative regulation of translation"
"YDR432W","MF","eukaryotic initiation factor 4G binding"
"YDR432W","BP","positive regulation of transcription elongation by RNA polymerase II"
"YDR432W","BP","ribosome biogenesis"
"YDR432W","BP","negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled"
"YDR434W","MF","molecular_function"
"YDR434W","CC","nuclear inner membrane"
"YDR434W","CC","endoplasmic reticulum"
"YDR434W","CC","endoplasmic reticulum membrane"
"YDR434W","BP","GPI anchor biosynthetic process"
"YDR434W","CC","membrane"
"YDR434W","BP","attachment of GPI anchor to protein"
"YDR434W","CC","GPI-anchor transamidase complex"
"YDR435C","CC","cellular_component"
"YDR435C","BP","C-terminal protein methylation"
"YDR435C","MF","methyltransferase activity"
"YDR435C","BP","regulation of autophagy"
"YDR435C","MF","transferase activity"
"YDR435C","MF","protein C-terminal leucine carboxyl O-methyltransferase activity"
"YDR435C","BP","methylation"
"YDR436W","MF","phosphoprotein phosphatase activity"
"YDR436W","MF","protein serine/threonine phosphatase activity"
"YDR436W","CC","cellular_component"
"YDR436W","CC","nucleus"
"YDR436W","CC","cytoplasm"
"YDR436W","BP","protein dephosphorylation"
"YDR436W","BP","intracellular sodium ion homeostasis"
"YDR436W","MF","hydrolase activity"
"YDR436W","MF","metal ion binding"
"YDR437W","CC","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex"
"YDR437W","CC","nuclear envelope"
"YDR437W","CC","endoplasmic reticulum"
"YDR437W","CC","endoplasmic reticulum membrane"
"YDR437W","BP","GPI anchor biosynthetic process"
"YDR437W","MF","UDP-glycosyltransferase activity"
"YDR437W","CC","membrane"
"YDR437W","MF","transferase activity"
"YDR437W","MF","phosphatidylinositol N-acetylglucosaminyltransferase activity"
"YDR437W","BP","cell wall organization"
"YDR438W","CC","fungal-type vacuole"
"YDR438W","MF","molecular_function"
"YDR438W","CC","mitochondrion"
"YDR438W","BP","biological_process"
"YDR438W","CC","membrane"
"YDR438W","CC","mitochondrial membrane"
"YDR439W","BP","rDNA heterochromatin formation"
"YDR439W","CC","chromosome, centromeric region"
"YDR439W","MF","molecular_function"
"YDR439W","CC","nucleus"
"YDR439W","CC","chromosome"
"YDR439W","CC","nucleolus"
"YDR439W","BP","cell cycle"
"YDR439W","CC","monopolin complex"
"YDR439W","BP","protein localization to nucleolar rDNA repeats"
"YDR439W","BP","homologous chromosome segregation"
"YDR439W","BP","meiotic cell cycle"
"YDR439W","BP","monopolar spindle attachment to meiosis I kinetochore"
"YDR439W","BP","rDNA chromatin condensation"
"YDR439W","BP","replication-born double-strand break repair via sister chromatid exchange"
"YDR440W","BP","DNA damage checkpoint signaling"
"YDR440W","BP","recombinational repair"
"YDR440W","CC","chromosome, telomeric region"
"YDR440W","MF","DNA binding"
"YDR440W","CC","nucleus"
"YDR440W","BP","DNA repair"
"YDR440W","BP","nucleotide-excision repair"
"YDR440W","BP","postreplication repair"
"YDR440W","BP","chromatin organization"
"YDR440W","BP","nucleosome assembly"
"YDR440W","MF","methyltransferase activity"
"YDR440W","MF","transferase activity"
"YDR440W","MF","histone lysine N-methyltransferase activity"
"YDR440W","MF","histone H3K79 methyltransferase activity"
"YDR440W","BP","negative regulation of heterochromatin formation"
"YDR440W","BP","subtelomeric heterochromatin formation"
"YDR440W","BP","mitotic intra-S DNA damage checkpoint signaling"
"YDR440W","BP","methylation"
"YDR440W","BP","histone H3-K79 methylation"
"YDR440W","BP","meiotic recombination checkpoint signaling"
"YDR440W","BP","regulation of cell cycle"
"YDR440W","BP","global genome nucleotide-excision repair"
"YDR440W","BP","regulation of transcription regulatory region DNA binding"
"YDR441C","MF","adenine binding"
"YDR441C","MF","molecular_function"
"YDR441C","MF","adenine phosphoribosyltransferase activity"
"YDR441C","CC","cytoplasm"
"YDR441C","BP","purine ribonucleoside salvage"
"YDR441C","BP","adenine salvage"
"YDR441C","BP","biological_process"
"YDR441C","BP","nucleoside metabolic process"
"YDR441C","MF","AMP binding"
"YDR441C","MF","transferase activity"
"YDR441C","MF","glycosyltransferase activity"
"YDR441C","BP","AMP salvage"
"YDR443C","BP","negative regulation of transcription by RNA polymerase II"
"YDR443C","BP","positive regulation of transcription from RNA polymerase II promoter by galactose"
"YDR443C","MF","transcription coregulator activity"
"YDR443C","MF","transcription coactivator activity"
"YDR443C","CC","nucleus"
"YDR443C","BP","regulation of transcription by RNA polymerase II"
"YDR443C","CC","mediator complex"
"YDR443C","BP","positive regulation of transcription by RNA polymerase II"
"YDR444W","MF","molecular_function"
"YDR444W","CC","cytoplasm"
"YDR444W","BP","lipid metabolic process"
"YDR444W","BP","biological_process"
"YDR444W","BP","lipid catabolic process"
"YDR444W","MF","hydrolase activity"
"YDR444W","BP","cellular lipid metabolic process"
"YDR444W","MF","acylglycerol lipase activity"
"YDR446W","CC","synaptonemal complex"
"YDR446W","MF","molecular_function"
"YDR446W","CC","nucleus"
"YDR446W","BP","reciprocal meiotic recombination"
"YDR446W","BP","synaptonemal complex organization"
"YDR446W","BP","cell wall organization"
"YDR446W","BP","replication-born double-strand break repair via sister chromatid exchange"
"YDR447C","BP","ribosomal small subunit assembly"
"YDR447C","BP","cytoplasmic translation"
"YDR447C","MF","structural constituent of ribosome"
"YDR447C","CC","cytoplasm"
"YDR447C","CC","ribosome"
"YDR447C","BP","translation"
"YDR447C","CC","cytosolic small ribosomal subunit"
"YDR448W","CC","SAGA complex"
"YDR448W","BP","rDNA heterochromatin formation"
"YDR448W","CC","chromosome, telomeric region"
"YDR448W","MF","phosphatidylserine binding"
"YDR448W","MF","chromatin binding"
"YDR448W","MF","transcription coactivator activity"
"YDR448W","MF","histone acetyltransferase activity"
"YDR448W","CC","nucleus"
"YDR448W","BP","chromatin organization"
"YDR448W","BP","chromatin remodeling"
"YDR448W","BP","regulation of transcription by RNA polymerase II"
"YDR448W","MF","zinc ion binding"
"YDR448W","BP","histone acetylation"
"YDR448W","BP","regulation of histone acetylation"
"YDR448W","BP","positive regulation of histone acetylation"
"YDR448W","CC","SLIK (SAGA-like) complex"
"YDR448W","MF","metal ion binding"
"YDR448W","CC","SAGA-type complex"
"YDR448W","BP","positive regulation of nucleic acid-templated transcription"
"YDR448W","BP","replication-born double-strand break repair via sister chromatid exchange"
"YDR449C","BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR449C","BP","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR449C","BP","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR449C","BP","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR449C","CC","nucleus"
"YDR449C","CC","nucleolus"
"YDR449C","BP","rRNA processing"
"YDR449C","BP","RNA processing"
"YDR449C","MF","snoRNA binding"
"YDR449C","CC","90S preribosome"
"YDR449C","CC","small-subunit processome"
"YDR449C","CC","Pwp2p-containing subcomplex of 90S preribosome"
"YDR449C","MF","U3 snoRNA binding"
"YDR449C","BP","ribosome biogenesis"
"YDR450W","BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR450W","BP","cytoplasmic translation"
"YDR450W","MF","nucleic acid binding"
"YDR450W","MF","RNA binding"
"YDR450W","MF","structural constituent of ribosome"
"YDR450W","CC","cytoplasm"
"YDR450W","CC","mitochondrion"
"YDR450W","CC","cytosol"
"YDR450W","CC","ribosome"
"YDR450W","BP","rRNA export from nucleus"
"YDR450W","BP","translation"
"YDR450W","CC","small ribosomal subunit"
"YDR450W","MF","rRNA binding"
"YDR450W","CC","cytosolic small ribosomal subunit"
"YDR451C","BP","negative regulation of transcription by RNA polymerase II"
"YDR451C","MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding"
"YDR451C","MF","DNA-binding transcription factor activity, RNA polymerase II-specific"
"YDR451C","MF","DNA-binding transcription repressor activity, RNA polymerase II-specific"
"YDR451C","MF","DNA binding"
"YDR451C","CC","nucleus"
"YDR451C","BP","regulation of DNA-templated transcription"
"YDR451C","BP","cell cycle"
"YDR451C","BP","cell differentiation"
"YDR451C","BP","negative regulation of transcription involved in G1/S transition of mitotic cell cycle"
"YDR452W","MF","endopolyphosphatase activity"
"YDR452W","CC","fungal-type vacuole"
"YDR452W","CC","fungal-type vacuole membrane"
"YDR452W","MF","exopolyphosphatase activity"
"YDR452W","CC","nucleus"
"YDR452W","CC","cytoplasm"
"YDR452W","CC","vacuole"
"YDR452W","CC","vacuolar membrane"
"YDR452W","CC","cytosol"
"YDR452W","BP","polyphosphate metabolic process"
"YDR452W","BP","polyphosphate catabolic process"
"YDR452W","CC","membrane"
"YDR452W","MF","hydrolase activity"
"YDR452W","MF","metal ion binding"
"YDR453C","MF","peroxidase activity"
"YDR453C","CC","cytoplasm"
"YDR453C","CC","cytosol"
"YDR453C","BP","protein folding"
"YDR453C","BP","response to oxidative stress"
"YDR453C","MF","thioredoxin peroxidase activity"
"YDR453C","MF","antioxidant activity"
"YDR453C","MF","oxidoreductase activity"
"YDR453C","BP","cellular response to oxidative stress"
"YDR453C","BP","cell redox homeostasis"
"YDR453C","MF","peroxiredoxin activity"
"YDR453C","BP","cellular oxidant detoxification"
"YDR454C","MF","nucleotide binding"
"YDR454C","MF","guanylate kinase activity"
"YDR454C","MF","ATP binding"
"YDR454C","CC","nucleus"
"YDR454C","CC","cytoplasm"
"YDR454C","CC","cytosol"
"YDR454C","BP","purine nucleotide metabolic process"
"YDR454C","MF","kinase activity"
"YDR454C","BP","phosphorylation"
"YDR454C","MF","transferase activity"
"YDR454C","BP","GMP metabolic process"
"YDR454C","BP","GDP biosynthetic process"
"YDR456W","CC","fungal-type vacuole membrane"
"YDR456W","CC","endosome"
"YDR456W","CC","early endosome"
"YDR456W","CC","late endosome"
"YDR456W","CC","endoplasmic reticulum"
"YDR456W","CC","trans-Golgi network"
"YDR456W","BP","monoatomic ion transport"
"YDR456W","BP","monoatomic cation transport"
"YDR456W","BP","potassium ion transport"
"YDR456W","BP","sodium ion transport"
"YDR456W","BP","regulation of pH"
"YDR456W","BP","vacuolar acidification"
"YDR456W","CC","endosome membrane"
"YDR456W","MF","antiporter activity"
"YDR456W","MF","sodium:proton antiporter activity"
"YDR456W","MF","potassium:proton antiporter activity"
"YDR456W","CC","membrane"
"YDR456W","CC","late endosome membrane"
"YDR456W","BP","sodium ion transmembrane transport"
"YDR456W","BP","regulation of intracellular pH"
"YDR456W","BP","transmembrane transport"
"YDR456W","BP","potassium ion transmembrane transport"
"YDR456W","BP","monoatomic anion transmembrane transport"
"YDR456W","BP","proton transmembrane transport"
"YDR457W","BP","protein polyubiquitination"
"YDR457W","BP","mitotic cell cycle"
"YDR457W","BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR457W","BP","cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR457W","BP","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR457W","BP","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR457W","MF","ubiquitin-protein transferase activity"
"YDR457W","CC","nucleus"
"YDR457W","CC","nucleolus"
"YDR457W","CC","cytoplasm"
